context_id	word	gold_sense_id	predict_sense_id	positions	context
73	замок	1		165-170	к г . и описывают его как деревянный форт в метрах южнее нынешнего расположения замка . по какой - то причине форт был покинут , и примерно в г . был выстроен новый замок с тем же названием . основатель и хозяин замка герберт максвелл принадлежал к одному из влиятельнейших кланов шотландии . в г . эдуард i плантагенет , король англии , захватил шотландию и принудил многих шотландцев принести ему клятву верности .
74	замок	1		309-314, 485-490	они намеревались укрепиться в покоренной самбии ( землянде ) , необходимо построить именно на том месте , где , благодаря выгодному положению острова кнайпхофа , уже в стародавние времена действовала переправа через реку , а укрепление пруссов на твангсте так и напрашивалось на закладку орденской крепости . замок был выстроен из дерева на месте прусского городища тувангсте и на протяжении всего xiii века неоднократно подвергался нападениям восставших пруссов и литовских отрядов . замок был основан в январе года как деревянное строение , двумя годами позже началось возведение кирпичного замка .
75	замок	1		236-241	утеса и спрятала драгоценные реликвии короны под полом приходской церкви . в г . десятый лорд - маршал встал на сторону якобитов , а когда восстание было подавлено , его осудили за измену . земли и состояние графа были конфискованы , а замок данноттар приобрела йоркская строительная компания , которая вывезла из замка , все что возможно было вывезти . в замке проходили съемки фильма гамлет ( , режиссер франко дзеффирелли , в ролях мел гибсон и гленн клоуз ) .
76	замок	1		0-5, 13-18	замок аркарт замок открыт на протяжении всего года . часы для посещения с апреля по сентябрь — пн - вс с . до . . с октября по март — пн - вс с .
77	замок	1		256-261	возведен на небольшом острове ( х м ) в финском заливе . является древнейшим из выборгских укреплений — он восходит к xiii веку . это единственный в россии полностью сохранившийся памятник западноевропейского средневекового военного зодчества . выборгский замок был основан шведами в году , во время одного из крестовых походов на карельскую землю . по средневековой русской терминологии на землю племени корела — союзника великого новгорода . как показали археологические раскопки - х годов ,
78	замок	1		256-261, 321-326, 483-488	развилось искусство построения крепостей — фортификация . признанным авторитетом фортификации этой эпохи был главный инженер людовика xiv , маршал франции себастьен де вобан ( — ) . строительство замка начиналось с выбора места и строительных материалов . замок из дерева стоил дешевле , и построить его было проще , чем замок из камня . стоимость строительства большинства замков не дошла до наших дней большинство сохранившихся документов по теме относится к королевским дворцам . замок из дерева с мотт и бейли мог быть построен неквалифицированной
79	замок	1		0-5, 13-18	замок аркарт замок открыт на протяжении всего года . часы для посещения с апреля по сентябрь — пн - вс с . до . . с октября по март — пн - вс с
80	замок	1		0-5, 14-19, 175-180	замок сталкер замок был построен в  г . и первоначально представлял собой небольшое укрепление , принадлежащее клану макдугалов . в  г . право владения на эти земли , включая замок , перешло к стюартам . считается ,
81	замок	1		151-156, 221-226	построен в  г . и первоначально представлял собой небольшое укрепление , принадлежащее клану макдугалов . в  г . право владения на эти земли , включая замок , перешло к стюартам . считается , что сэр джон стюарт выстроил замок в том виде , в котором он сохранился до наших дней . у джона стюарта был внебрачный сын от женщины из клана макларенов . в  г . он собрался жениться на ней , чтобы сделать сына законным наследником , но был убит
82	замок	1		212-217, 344-349	веках . сохранилось всего несколько строений века , тогда как внешние укрепления датируются началом века . в замке стерлинг были коронованы несколько шотландских королей и королев , включая марию стюарт в году . замок подвергался осаде как минимум восемь раз , в том числе несколько раз во время войн за независимость шотландии . последний раз замок осаждался в году , когда принц чарли пытался безуспешно взять его .
83	замок	1		263-268, 393-398	великое посольство петра i . в году в замковом зале московитов прошла коронация первого прусского короля фридриха i , хотя столицей прусского королевства стал берлин , кенигсберг на протяжении первых двух третей xviii века играл важную роль в жизни королевства . замок поддерживался в хорошем состоянии . в замковой кирхе короновался в году и вильгельм i , будущий первый император германии . замок — последнее местонахождение ( в — годах ) знаменитой янтарной комнаты .
84	замок	1		0-5	"замок ( строение ) за́мок ( от через , калькированного с ср . - в . - нем . "" slōʒ ""  — за́мок и замо́к . средневерхненемецкое слово калькирует запор , форт , укрепление"
85	замок	1		262-267, 438-443	октября года умер витовт . к концу xvi века троки постепенно отступают на задний план в политической жизни страны . расположенность вдали от главных торговых путей привела город к экономическому упадку . вскоре троки становятся местом ссылок неугодной знати , а замок использовался как тюрьма . после войны с москвой — годов развалины заброшенного замка постепенно разрушались . попытки отреставрировать разрушившийся с годами тракайский замок предпринимались еще в конце xix века , однако основные работы не столько по реставрации , сколько
86	замок	1		0-5	замок бальга по легенде , в v веке на этом месте на берегу залива находилась крепость хонеде , построенная пруссами для своего короля видевута . из деревянной крепости , расположенной на возвышении , хорошо просматривался залив . именно эта стратегическая особенность привлекла внимание рыцарей , пришедших в
87	замок	1		43-48, 278-283, 428-433, 448-453	, кавказа , средней азии и т .  п . обычно замок имел небольшой внутренний двор , который окружали массивные зубчатые стены с башнями и хорошо укрепленными воротами . далее следовал внешний двор , включавший в себя хозяйственные постройки , а также замковые сад и огород . весь замок был окружен вторым рядом стен и рвом , через который перебрасывался подъемный мост . если позволял рельеф местности , то ров заполнялся водой и замок превращался в замок на воде . со временем структура замков усложнялась в территорию замков включались уже казармы , суд , храм
88	замок	1		0-5, 22-27	замок торон история . замок торон был построен гуго де сент - омером , вторым князем галилеи для помощи в захвате тира . после его смерти была создана независимая сеньория , которая в году была отдана онфруа i де торону . после онфруа i де торона замком
89	замок	1		111-116, 261-266, 281-286, 425-430, 458-463, 493-498	далее следовал внешний двор , включавший в себя хозяйственные постройки , а также замковые сад и огород . весь замок был окружен вторым рядом стен и рвом , через который перебрасывался подъемный мост . если позволял рельеф местности , то ров заполнялся водой и замок превращался в замок на воде . со временем структура замков усложнялась в территорию замков включались уже казармы , суд , храм , тюрьма и другие сооружения ( замок куси во франции , xiii век замок вартбург в германии , xi век замок харлек в великобритании , xiii
90	замок	1		140-145, 239-244, 384-389, 523-528	. это была одна из самых неприступных крепостей во всей восточной европе ни разу за всю историю врагам не удалось его завоевать . островной замок сразу стал основной резиденцией великого князя витовта . после грюнвальдской битвы июля года замок утратил свое военное значение , так как основной противник великого княжества литовского — тевтонский орден — был разгромлен . в это время замок переживал период своего расцвета . роскошные приемы и пиры устраивались в честь иностранных послов и высоких гостей , съезжавшихся в замок со всей европы .
91	замок	1		167-172, 222-227	поражение , кроме того англичане пленили роберта , - го лорда максвелла . вскоре он был освобожден , но ненадолго — в г . англичане вновь взяли его в плен и захватили замок керлаверок . через год шотландцам удалось отбить замок . известно , что в г . хозяином замка был роберт , - й лорд максвелл и что керлаверок был отлично укреплен и внутри него работало много людей . в г .
92	замок	1		8-13, 234-239, 422-427	"высокий замок ( львов ) находится в непосредственной близости от центральной ( исторической ) части города , в прошлом окруженной фортификационными сооружениями . расположен на горе замковой ( княжей , она же бидель ) в парке высокий замок . название происходит от древнего укрепления львова — "" высокого замка "" ( в противоположность другому — "" низкому замку "" ) , который существовал с xiii до - х гг . xix в . высокий замок веками был"
93	замок	1		44-49, 195-200	дошел до наших дней . во время войн — годов замок пострадал не сильно , разве что от нескольких пожаров , и после победы был передан советским военным . в году министерство обороны ссср передало замок под будущий музей , который открылся в году , после тщательного изучения ансамбля и проведения архитектурно - археологических работ эстонским реставрационным управлением под руководством архитектора х .  и .  потти , искусствоведа е .  а .  кальюнди и при научной консультации доктора исторических наук
94	замок	1		39-44, 232-237, 462-467	году , хотя , по некоторым сведениям , замок мог быть заложен еще раньше , в ix веке . во время раскопок в году были найдены следы пребывания на этом месте римлян — в частности , римские монеты . в период правления петра савойского замок был укреплен и расширен придворным архитектором менье . активная перестройка замка продолжалась вплоть до xv века . именно в этот период были возведены основные сооружения , определившие его исторический облик . традиционно замок служил также тюрьмой . людовик благочестивый держал здесь в заключении аббата валу
95	замок	1		19-24, 39-44, 183-188, 216-221, 251-256	заполнялся водой и замок превращался в замок на воде . со временем структура замков усложнялась в территорию замков включались уже казармы , суд , храм , тюрьма и другие сооружения ( замок куси во франции , xiii век замок вартбург в германии , xi век замок харлек в великобритании , xiii век ) . с началом массового применения пороха начинается закат эпохи строительства замков . так , осаждающие начали проводить в случае , если это позволял грунт , саперные работы — незаметно копать сапы , позволявшие подвести под стены большие заряды взрывчатого вещества
96	замок	1		163-168, 213-218, 364-369	без каминов и очагов . у входа в башню было построено гранитное крыльцо , а внутри башни — металлическая лестница для подъема на смотровую площадку . в таком виде замок дошел до наших дней . во время войн — годов замок пострадал не сильно , разве что от нескольких пожаров , и после победы был передан советским военным . в году министерство обороны ссср передало замок под будущий музей , который открылся в году , после тщательного изучения ансамбля
97	замок	1		221-226, 276-281	v . в том сражении шотландцы потерпели сокрушительное поражение , кроме того англичане пленили роберта , - го лорда максвелла . вскоре он был освобожден , но ненадолго — в г . англичане вновь взяли его в плен и захватили замок керлаверок . через год шотландцам удалось отбить замок . известно , что в г . хозяином замка был роберт , - й лорд максвелл и что керлаверок был отлично укреплен и внутри него работало много людей .
98	замок	1		0-5, 16-21, 179-184	замок данноттар замок данноттар ( ) расположен на восточном побережье шотландии в двух милях к югу от стонхейвена и в милях от абердина . ранняя история . утес , на котором стоит замок , словно специально был создан для того ,
99	замок	1		232-237	. благодаря поэме байрона заключение бонивара стало одним из наиболее известных эпизодов в истории замка . многое для романтизации образа замка сделали также жан - жак руссо , перси шелли , виктор гюго и александр дюма . в —  годах замок находился в руках бернцев , а в году , с объявлением независимости кантона во , перешел в его распоряжение . с начала xix века и по настоящее время в замке расположен музей .
100	замок	1		5-10, 150-155, 289-294	года замок утратил свое военное значение , так как основной противник великого княжества литовского — тевтонский орден — был разгромлен . в это время замок переживал период своего расцвета . роскошные приемы и пиры устраивались в честь иностранных послов и высоких гостей , съезжавшихся в замок со всей европы . в островном замке октября года умер витовт . к концу xvi века троки постепенно отступают на задний план в политической жизни страны . расположенность вдали от главных торговых путей привела город к экономическому упадку
101	замок	2		34-39, 158-163, 360-365	икбал хаджи хохар зарегистрировал замок высотой ,  м х ,  м х  см . вес гиганта достиг  кг , а вес ключа —  кг . в  г . немецкий мастер дитер сенфт изготовил замок ,  м х ,  м весом  кг , но это была кодовая система с пятью нажимными кнопками . соревнование в споре ключевых замков продолжил снова пакистанец джавед икбал хаджи кхохар , который в  г . показал замок
102	замок	2		68-73, 187-192	срезали , и более  кг металла , пошло в утиль . близкий по размерам замок замкнули еще в  г . на дереве счастья в калуге , но его дальнейшая судьба мне неизвестна . другое дело , крупный замок в индийском храмовом комплексе в пури ( восточный штат орисса ) , который запирает ворота храма джаганнатха . по верованиям индусов божество когда - то заглянет в храм , и для этого одна из стен выполнена в виде огромных ворот . а до той поры
103	замок	2		35-40, 197-202, 278-283, 386-391	храме . это самый большой навесной замок , который фактически используется . похоже , что вес замка небольшой ( изготовлен из латуни и алюминия ) и его раскачивает ветром , так как поперек корпуса замок прихвачен к воротам железной полосой . среди рекордсменов назовем навесной замок пакистанского мастера мухаммада рафика , который в  г . после трех лет работы вручную зарегистрировал замок высотой ( с дужкой ) ,  см , шириной ,  см , толщиной ,  см и весом ,
104	замок	2		80-85, 182-187, 344-349, 425-430	стен выполнена в виде огромных ворот . а до той поры , с  г . , ворота запирает замок , три ключа к которому ( длиной более , дюймов ) находятся в храме . это самый большой навесной замок , который фактически используется . похоже , что вес замка небольшой ( изготовлен из латуни и алюминия ) и его раскачивает ветром , так как поперек корпуса замок прихвачен к воротам железной полосой . среди рекордсменов назовем навесной замок пакистанского мастера мухаммада рафика , который
105	замок	2		210-215, 288-293	и восточной европы . например , засов стали именовать ригель . период технической революции конца xviii—xix вв . дал мощный толчок и замочному делу . в  г . англичанин роберт баррон ( r . barron ) запатентовал замок качающимися рычага двойного направления . прототипом его был томпольный замок . в  г . англичанин джозеф брейма ( joseph bramax ) запатентовал принципиально новую конструкцию замка , получившего название помповый . ключ в
106	замок	2		228-233, 514-519	защиты от пожаров . много интересного изобретено в хх веке . в  г . финский инженер эмиль хенриксон получил патент на дисковый ( балансный ) цилиндровый механизм . идею подсказала машина для подсчета денег . в бывшем ссср такой замок называли финским . с развитием строительства крупных зданий ( офисов и гостиниц ) возникла необходимость разработки быстро перестраиваемых замочных систем . распространение получили электронно - механические системы . в середине - х тор сернес предложил легко перепрограммируемый замок
107	замок	2		280-285	. оно родственно слову умыкнуть  — украсть , близкому к современному жаргонному увести . также отметим существующее у многих центральноевропейских народов совпадение слов , обозначающих устройство и укрепленный узел вооруженной защиты, — за́мок и замо́к . самый старый на сегодня замок был обнаружен в  г . экспедицией эмиля боты во дворце ассирийского царя саргона ii ( —  гг . до н .  э . ) в верховьях реки тигр ( сейчас ирак ) .
108	замок	2		13-18, 32-37, 312-317, 365-370	молекулярный замок молекулярный замок — блокирующая система , предназначенная для выработки сигнала на открытие электронного замка , то есть датчик , реагирующий не на набор электрических сигналов от клавиатуры или считывающего устройства , а датчик реагирующий на набор химических веществ , в также электронный замок стеганографического типа , то есть электронный замок ,
109	замок	2		10-15, 212-217	изготовил замок ,  м х ,  м весом  кг , но это была кодовая система с пятью нажимными кнопками . соревнование в споре ключевых замков продолжил снова пакистанец джавед икбал хаджи кхохар , который в  г . показал замок высотой ,  м , шириной ,  м и толщиной ,  см . вес этого гиганта составил  кг , да плюс три ключа весом  кг . впрочем , в середине была и цифровая электронная
110	замок	2		87-92, 168-173, 276-281	( изготовлен из латуни и алюминия ) и его раскачивает ветром , так как поперек корпуса замок прихвачен к воротам железной полосой . среди рекордсменов назовем навесной замок пакистанского мастера мухаммада рафика , который в  г . после трех лет работы вручную зарегистрировал замок высотой ( с дужкой ) ,  см , шириной ,  см , толщиной ,  см и весом ,  кг . лишь в  г . пальму первенства перехватил бельгиец анджело лупо с замком
111	замок	2		13-18, 32-37, 312-317	молекулярный замок молекулярный замок — блокирующая система , предназначенная для выработки сигнала на открытие электронного замка , то есть датчик , реагирующий не на набор электрических сигналов от клавиатуры или считывающего устройства , а датчик реагирующий на набор химических веществ , в также электронный замок стеганографического типа , то есть
112	замок	2		80-85, 201-206, 325-330	 г . сын первого рекордсмена вернул рекорд в пакистан . зафар икбал шейх создал замок ,  см х ,  см х ,  см весом ,  кг . уже на следующий год также пакистанец джавед икбал хаджи хохар зарегистрировал замок высотой ,  м х ,  м х  см . вес гиганта достиг  кг , а вес ключа —  кг . в  г . немецкий мастер дитер сенфт изготовил замок ,
113	замок	2		73-78, 235-240, 316-321, 424-429	( длиной более , дюймов ) находятся в храме . это самый большой навесной замок , который фактически используется . похоже , что вес замка небольшой ( изготовлен из латуни и алюминия ) и его раскачивает ветром , так как поперек корпуса замок прихвачен к воротам железной полосой . среди рекордсменов назовем навесной замок пакистанского мастера мухаммада рафика , который в  г . после трех лет работы вручную зарегистрировал замок высотой ( с дужкой ) ,  см , шириной ,
114	замок	2		325-330	такие системы за характерную форму пластины - базы получили название секирные . в период позднего средневековья произошло разделение кузнечного ремесла на собственно кузнецов ( обработка металла с обязательным нагреванием ) и специалистов по холодной обработке металла — слесарей ( происходит от немецкого schlosser schloß — замок , schlüssel — ключ ) . название профессии и слесарная , а затем замочная терминология попали ко многим народам центральной и восточной европы . например , засов стали именовать ригель . период технической революции конца xviii—xix вв . дал мощный толчок и замочному делу
115	замок	2		13-18, 32-37, 312-317, 365-370	молекулярный замок молекулярный замок — блокирующая система , предназначенная для выработки сигнала на открытие электронного замка , то есть датчик , реагирующий не на набор электрических сигналов от клавиатуры или считывающего устройства , а датчик реагирующий на набор химических веществ , в также электронный замок стеганографического типа , то есть электронный замок , о существовании которого знает только человек , имеющий доступ к информации о нем и молекулярный ключ . история создания молекулярных замков . первая подобная блокирующая система была представлена в году профессором абрахамом шанцером
116	замок	2		73-78, 101-106	высота м  см , ширина м  см , толщина  см . вес замка с ключом ,  кг , ( замок ,  кг , ключ , кг ) . замок был зарегистрирован в книге рекордов россии и книге рекордов гиннеса . говорят , что если повернуть ключ , то играет мелодия на семи холмах  — гимн павлово , но эту деталь , как и декоративные гербы , заказали на стороне .
117	замок	2		275-280	. изобретатель поставил в тыльный конец ригеля круглую пластину , которая препятствовала передвижению засова ключом , пока пластина ( вращаемая часовым механизмом ) не становилась на ось ригеля пазом . в  г . в сша джеймс саргент запатентовал первый перестраиваемый ключевой замок . среди прочих знаменитых замков отметим protector , патент на который в ( ? ) г . получил теодор кромер ( theodor kromer ) из фрайбурга ( германия ) .
118	замок	2		273-278, 474-479	когда американский изобретатель линус йейл - старший ( linus yale sr . ) запатентовал конструкцию , в которой использовал принцип древнеегипетского замка . позже его сын линус йейл - младший ( linus yale jr . ) творчески переработал наработки отца и запатентовал штифтовой замок с маленьким плоским ключом , ставший наиболее распространенным замком хх века . отдельным видом замков стали сейфовые системы . в  г . вильям русерфорд ( william rutherford ) запатентовал первый замок с часовым механизмом . изобретатель поставил в тыльный
119	замок	2		208-213, 310-315	) , который запирает ворота храма джаганнатха . по верованиям индусов божество когда - то заглянет в храм , и для этого одна из стен выполнена в виде огромных ворот . а до той поры , с  г . , ворота запирает замок , три ключа к которому ( длиной более , дюймов ) находятся в храме . это самый большой навесной замок , который фактически используется . похоже , что вес замка небольшой ( изготовлен из латуни и алюминия ) и его
120	замок	2		13-18, 293-298, 346-351	молекулярный замок — блокирующая система , предназначенная для выработки сигнала на открытие электронного замка , то есть датчик , реагирующий не на набор электрических сигналов от клавиатуры или считывающего устройства , а датчик реагирующий на набор химических веществ , в также электронный замок стеганографического типа , то есть электронный замок , о существовании которого знает только человек , имеющий доступ к информации о нем и молекулярный ключ . история создания молекулярных замков . первая подобная блокирующая система была представлена в году профессором абрахамом шанцером ( abraham shanzer ) и руководимой
121	замок	2		253-258, 427-432	дужку изготавливают -  см длины . зародившаяся в италии мода замыкать на мостах и т .  п . людных местах замки на неразрывность отношений покорила весь мир . но везде гирлянды замков безжалостно срезают коммунальные службы . например , полутораметровый замок с инициалами в декабре  г . украсил перила пешеходного моста в вологде , рф . на следующий день его срезали , и более  кг металла , пошло в утиль . близкий по размерам замок замкнули еще
122	замок	2		26-31, 211-216, 372-377	сын изготовили гигантский замок - метровой высоты ( с дужкой ) , . метра шириной и сантиметров толщиной . изготовители — семья наследственных слесарь - замочников — уже более лет занимается этим ремеслом . этот замок не первый , с которым мастер участвовал в национальном смотре достижений ( national festival for heritage and culture ) . в году он выставил самый тяжелый замок в саудовской аравии весом  кг и ключами по  кг .
123	замок	2		238-243, 423-428	три ключа весом  кг . впрочем , в середине была и цифровая электронная система . рекорд по максимальной величине с начала  г . принадлежит изделию мастера из саудовской аравии . мастер анас мохаммад раджаб и его сын изготовили гигантский замок - метровой высоты ( с дужкой ) , . метра шириной и сантиметров толщиной . изготовители — семья наследственных слесарь - замочников — уже более лет занимается этим ремеслом . этот замок не первый
124	замок	2		0-5	замок ( устройство ) замо́к — механическое , электронное или комбинированное устройство фиксации . применяется для запирания дверей , крышек , емкостей и пр . , а также для обеспечения блокировки предметов с целью предотвращения их похищения . в зависимости от принципа действия привода различают
125	замок	2		69-74, 230-235, 337-342	слесарь - замочников — уже более лет занимается этим ремеслом . этот замок не первый , с которым мастер участвовал в национальном смотре достижений ( national festival for heritage and culture ) . в году он выставил самый тяжелый замок в саудовской аравии весом  кг и ключами по  кг . из российских замков - рекордсменов назовем крупный замок , который заказал и хранит в своем ресторане династия бизнесмен из российского города павлово ( на оке ) . размеры замка
126	замок	2		257-262	на семи холмах  — гимн павлово , но эту деталь , как и декоративные гербы , заказали на стороне . основную работу выполнили мастера и учащиеся местного пту . также в городском музее г . павлово среди других работ мастера павла куликова хранится миниатюрный замок длиной около х мм , диаметром  мм , весом , грамма с ключиком весом , г . на замочке надпись павлово и фамилия мастера . тип замка — винтовой , дужка продета в ушко иглы . официальным
127	замок	2		178-183, 299-304	 г . пальму первенства перехватил бельгиец анджело лупо с замком ,  м в высоту и весом  кг . но в  г . сын первого рекордсмена вернул рекорд в пакистан . зафар икбал шейх создал замок ,  см х ,  см х ,  см весом ,  кг . уже на следующий год также пакистанец джавед икбал хаджи хохар зарегистрировал замок высотой ,  м х ,  м х  см .
128	замок	2		265-270	- либо , не повредив , просто невозможно , так что продемонстрировать работу нельзя . в пересчете из золота , равного весу замку куликова или сабраманьямы , украинский мастер мог бы изготовить несколько десятков тысяч замков . сядристый так же изготовил бо ' льший замок , который , как на полке , стоит на хоботке комара . его фото можно увидать в книге тайны микротехники . ) , а также в фотокаталоге , который в  г . вышел на украинском , английском и немецком
