context_id	word	gold_sense_id	predict_sense_id	positions	context
113	замок	2	2	73-78, 235-240, 316-321, 424-429	( длиной более , дюймов ) находятся в храме . это самый большой навесной замок , который фактически используется . похоже , что вес замка небольшой ( изготовлен из латуни и алюминия ) и его раскачивает ветром , так как поперек корпуса замок прихвачен к воротам железной полосой . среди рекордсменов назовем навесной замок пакистанского мастера мухаммада рафика , который в  г . после трех лет работы вручную зарегистрировал замок высотой ( с дужкой ) ,  см , шириной ,
114	замок	2	2	325-330	такие системы за характерную форму пластины - базы получили название секирные . в период позднего средневековья произошло разделение кузнечного ремесла на собственно кузнецов ( обработка металла с обязательным нагреванием ) и специалистов по холодной обработке металла — слесарей ( происходит от немецкого schlosser schloß — замок , schlüssel — ключ ) . название профессии и слесарная , а затем замочная терминология попали ко многим народам центральной и восточной европы . например , засов стали именовать ригель . период технической революции конца xviii—xix вв . дал мощный толчок и замочному делу
115	замок	2	2	13-18, 32-37, 312-317, 365-370	молекулярный замок молекулярный замок — блокирующая система , предназначенная для выработки сигнала на открытие электронного замка , то есть датчик , реагирующий не на набор электрических сигналов от клавиатуры или считывающего устройства , а датчик реагирующий на набор химических веществ , в также электронный замок стеганографического типа , то есть электронный замок , о существовании которого знает только человек , имеющий доступ к информации о нем и молекулярный ключ . история создания молекулярных замков . первая подобная блокирующая система была представлена в году профессором абрахамом шанцером
116	замок	2	3	73-78, 101-106	высота м  см , ширина м  см , толщина  см . вес замка с ключом ,  кг , ( замок ,  кг , ключ , кг ) . замок был зарегистрирован в книге рекордов россии и книге рекордов гиннеса . говорят , что если повернуть ключ , то играет мелодия на семи холмах  — гимн павлово , но эту деталь , как и декоративные гербы , заказали на стороне .
117	замок	2	2	275-280	. изобретатель поставил в тыльный конец ригеля круглую пластину , которая препятствовала передвижению засова ключом , пока пластина ( вращаемая часовым механизмом ) не становилась на ось ригеля пазом . в  г . в сша джеймс саргент запатентовал первый перестраиваемый ключевой замок . среди прочих знаменитых замков отметим protector , патент на который в ( ? ) г . получил теодор кромер ( theodor kromer ) из фрайбурга ( германия ) .
118	замок	2	2	273-278, 474-479	когда американский изобретатель линус йейл - старший ( linus yale sr . ) запатентовал конструкцию , в которой использовал принцип древнеегипетского замка . позже его сын линус йейл - младший ( linus yale jr . ) творчески переработал наработки отца и запатентовал штифтовой замок с маленьким плоским ключом , ставший наиболее распространенным замком хх века . отдельным видом замков стали сейфовые системы . в  г . вильям русерфорд ( william rutherford ) запатентовал первый замок с часовым механизмом . изобретатель поставил в тыльный
119	замок	2	3	208-213, 310-315	) , который запирает ворота храма джаганнатха . по верованиям индусов божество когда - то заглянет в храм , и для этого одна из стен выполнена в виде огромных ворот . а до той поры , с  г . , ворота запирает замок , три ключа к которому ( длиной более , дюймов ) находятся в храме . это самый большой навесной замок , который фактически используется . похоже , что вес замка небольшой ( изготовлен из латуни и алюминия ) и его
120	замок	2	2	13-18, 293-298, 346-351	молекулярный замок — блокирующая система , предназначенная для выработки сигнала на открытие электронного замка , то есть датчик , реагирующий не на набор электрических сигналов от клавиатуры или считывающего устройства , а датчик реагирующий на набор химических веществ , в также электронный замок стеганографического типа , то есть электронный замок , о существовании которого знает только человек , имеющий доступ к информации о нем и молекулярный ключ . история создания молекулярных замков . первая подобная блокирующая система была представлена в году профессором абрахамом шанцером ( abraham shanzer ) и руководимой
121	замок	2	3	253-258, 427-432	дужку изготавливают -  см длины . зародившаяся в италии мода замыкать на мостах и т .  п . людных местах замки на неразрывность отношений покорила весь мир . но везде гирлянды замков безжалостно срезают коммунальные службы . например , полутораметровый замок с инициалами в декабре  г . украсил перила пешеходного моста в вологде , рф . на следующий день его срезали , и более  кг металла , пошло в утиль . близкий по размерам замок замкнули еще
122	замок	2	1	26-31, 211-216, 372-377	сын изготовили гигантский замок - метровой высоты ( с дужкой ) , . метра шириной и сантиметров толщиной . изготовители — семья наследственных слесарь - замочников — уже более лет занимается этим ремеслом . этот замок не первый , с которым мастер участвовал в национальном смотре достижений ( national festival for heritage and culture ) . в году он выставил самый тяжелый замок в саудовской аравии весом  кг и ключами по  кг .
123	замок	2	1	238-243, 423-428	три ключа весом  кг . впрочем , в середине была и цифровая электронная система . рекорд по максимальной величине с начала  г . принадлежит изделию мастера из саудовской аравии . мастер анас мохаммад раджаб и его сын изготовили гигантский замок - метровой высоты ( с дужкой ) , . метра шириной и сантиметров толщиной . изготовители — семья наследственных слесарь - замочников — уже более лет занимается этим ремеслом . этот замок не первый
124	замок	2	2	0-5	замок ( устройство ) замо́к — механическое , электронное или комбинированное устройство фиксации . применяется для запирания дверей , крышек , емкостей и пр . , а также для обеспечения блокировки предметов с целью предотвращения их похищения . в зависимости от принципа действия привода различают
125	замок	2	1	69-74, 230-235, 337-342	слесарь - замочников — уже более лет занимается этим ремеслом . этот замок не первый , с которым мастер участвовал в национальном смотре достижений ( national festival for heritage and culture ) . в году он выставил самый тяжелый замок в саудовской аравии весом  кг и ключами по  кг . из российских замков - рекордсменов назовем крупный замок , который заказал и хранит в своем ресторане династия бизнесмен из российского города павлово ( на оке ) . размеры замка
126	замок	2	2	257-262	на семи холмах  — гимн павлово , но эту деталь , как и декоративные гербы , заказали на стороне . основную работу выполнили мастера и учащиеся местного пту . также в городском музее г . павлово среди других работ мастера павла куликова хранится миниатюрный замок длиной около х мм , диаметром  мм , весом , грамма с ключиком весом , г . на замочке надпись павлово и фамилия мастера . тип замка — винтовой , дужка продета в ушко иглы . официальным
127	замок	2	1	178-183, 299-304	 г . пальму первенства перехватил бельгиец анджело лупо с замком ,  м в высоту и весом  кг . но в  г . сын первого рекордсмена вернул рекорд в пакистан . зафар икбал шейх создал замок ,  см х ,  см х ,  см весом ,  кг . уже на следующий год также пакистанец джавед икбал хаджи хохар зарегистрировал замок высотой ,  м х ,  м х  см .
128	замок	2	2	265-270	- либо , не повредив , просто невозможно , так что продемонстрировать работу нельзя . в пересчете из золота , равного весу замку куликова или сабраманьямы , украинский мастер мог бы изготовить несколько десятков тысяч замков . сядристый так же изготовил бо ' льший замок , который , как на полке , стоит на хоботке комара . его фото можно увидать в книге тайны микротехники . ) , а также в фотокаталоге , который в  г . вышел на украинском , английском и немецком
129	замок	2	2	268-273	в вертикальных пазах свободно перемещались штифты . к сожалению , дворец был давно разрушен , и установить , куда вели двери , на которых висел этот единственный в комплексе из более чем отдельных помещений и открытых дворов , соединенных многочисленными коридорами , замок , невозможно . но это не были ни спальня царя , ни сокровищница , ни хранилище железных заготовок ( огромная ценность в то время ) , ни женская половина . отметим , что находка замка не вызвала интереса в европе . и дело не
130	замок	2	2	6-11, 292-297	такой замок называли финским . с развитием строительства крупных зданий ( офисов и гостиниц ) возникла необходимость разработки быстро перестраиваемых замочных систем . распространение получили электронно - механические системы . в середине - х тор сернес предложил легко перепрограммируемый замок , названный ving card . в  г . в киеве группой разработчиков во главе с в .  ф .  бардаченко был получен патент на перенастраиваемый ключ . в этом устройстве на центральном стержне надеты несколько пластин , на концах
131	замок	2	2	140-145, 218-223	технической революции конца xviii—xix вв . дал мощный толчок и замочному делу . в  г . англичанин роберт баррон ( r . barron ) запатентовал замок качающимися рычага двойного направления . прототипом его был томпольный замок . в  г . англичанин джозеф брейма ( joseph bramax ) запатентовал принципиально новую конструкцию замка , получившего название помповый . ключ в таком замке не имел бородки в привычном понимании — это был цилиндр , на конце которого
132	замок	2	3	30-35, 204-209, 323-328	. например , полутораметровый замок с инициалами в декабре  г . украсил перила пешеходного моста в вологде , рф . на следующий день его срезали , и более  кг металла , пошло в утиль . близкий по размерам замок замкнули еще в  г . на дереве счастья в калуге , но его дальнейшая судьба мне неизвестна . другое дело , крупный замок в индийском храмовом комплексе в пури ( восточный штат орисса ) , который запирает
133	замок	2	2	12-17	электронный замок
134	замок	2	2	292-297	с корпусом из дуба , вяза и других твердых пород дерева , усиленных просечными металлическими накладками и крепящимися к дверному полотну с помощью фигурных скоб . существовало два основных типа замка . первый известен как старонемецкий , в нем засов заканчивался скошенной площадкой . такой замок защелкивался при захлопывании двери , но требовал металлическую приемную планку на откосе . для отпирания ключ вставляли в замочную скважину замка и разворачивали на — ° . при этом бородка ключа смещала засов внутрь корпуса . во время движения засов задней
135	замок	2	2	223-228	ключ в таком замке не имел бородки в привычном понимании — это был цилиндр , на конце которого прорезаны продольные пазы разной длины . в  г . англичане братья джереми и чарльз чебб ( chubb ) получили патент на детекторный замок , который принято считать базовым для современных сувальдных систем . прологом настоящей революции стал  г . , когда американский изобретатель линус йейл - старший ( linus yale sr . ) запатентовал конструкцию , в которой использовал принцип древнеегипетского
136	замок	2	3	140-145, 168-173	бизнесмен из российского города павлово ( на оке ) . размеры замка высота м  см , ширина м  см , толщина  см . вес замка с ключом ,  кг , ( замок ,  кг , ключ , кг ) . замок был зарегистрирован в книге рекордов россии и книге рекордов гиннеса . говорят , что если повернуть ключ , то играет мелодия на семи холмах  — гимн
137	замок	2	2	64-69, 265-270	) творчески переработал наработки отца и запатентовал штифтовой замок с маленьким плоским ключом , ставший наиболее распространенным замком хх века . отдельным видом замков стали сейфовые системы . в  г . вильям русерфорд ( william rutherford ) запатентовал первый замок с часовым механизмом . изобретатель поставил в тыльный конец ригеля круглую пластину , которая препятствовала передвижению засова ключом , пока пластина ( вращаемая часовым механизмом ) не становилась на ось ригеля пазом . в  г . в сша джеймс саргент
138	замок	2	1	126-131, 233-238	участвовал в национальном смотре достижений ( national festival for heritage and culture ) . в году он выставил самый тяжелый замок в саудовской аравии весом  кг и ключами по  кг . из российских замков - рекордсменов назовем крупный замок , который заказал и хранит в своем ресторане династия бизнесмен из российского города павлово ( на оке ) . размеры замка высота м  см , ширина м  см , толщина  см . вес
139	лук	1	2	255-258, 381-384, 501-504	они были основными слушателями баллад , а кризис феодальной системы стал для них периодом , когда они потеряли былую власть , доставшуюся им от франкоговорящей крупной знати ( английский язык стал официальным в стране только в году ) . английский длинный лук сегодня является частью исторического наследия британских островов . поэтому многим обществам разрешено использовать этот лук до сих пор например , королевскому объединению лучников ( ) , основанному в году , или британскому обществу длинных луков ( )
140	лук	1	2	9-12, 22-25, 55-58, 280-283	якутский лук якутский лук принадлежит к северному типу лука , распространенному среди коряков , чукчей , ительменов , юкагиров и ненцев . особенности и устройство . длина стрелы составляла - см , небольшая длина стрелы , видимо , объясняется близким расположением тетивы к древку лука
141	лук	1	2	19-22, 134-137, 204-207, 247-250	из всех трех типов луков — классики , олимпика и компаунда . различий по полу обычно нет . в команде человека , каждый со своим типом лука . это зимний лыжный вид спорта , аналогичный биатлону , только с луком . для этого используется олимпийский лук без стабилизатора , который стрелок переносит в мешке за спиной . стрелы обычно получают на рубеже . правила также как в обычном биатлоне бывают разные , отличаются дистанции гонок и поведение по промахе мимо мишени . стрельба проводится не по горизонту , а в вверх .
142	лук	1	2	19-22, 42-45, 60-63, 71-74, 259-262	английский длинный лук английский длинный лук , или большой лук ( )  — лук в рост человека или выше , распространенный в средневековой англии . считается основным оружием , с помощью которого англичане одерживали победы в столетней войне . английский длинный лук начал пользоваться популярностью после неудач англичан во время феодальных
143	лук	1	2	43-46, 199-202, 316-319	металлических утяжелителей дуг . составной лук переводил энергию натяжения в кинетическую энергию стрелы с наибольшей эффективностью , даже без утяжелителей сообщая снаряду , при равном с деревянным луком натяжении , на  % большую энергию . имея значительно бо́льшую прочность при равной длине с тисовым , составной лук , кроме того , был очень живуч . срок его службы исчислялся десятилетиями , а перевозиться он мог в боеготовом состоянии , что представлялось воинам в высшей степени ценным качеством . хотя , конечно , при длительном хранении тетива снималась . даже простой деревянный
144	лук	1	2	190-193, 255-258, 383-386	"сказании "" есть рассказ о воине , который мог сбить коршуна парящего высоко в небе , попав ему точно в определенное место , по просьбе чингисхана попал в глаз . рекордный тюркский составной лук выбрасывал стрелу на собственных длин . обычный же составной лук стрелял примерно на собственных длин . деревянный — на , составной — где - то на . современный рекорд дальности стрельбы из лука составляет около  м , или свыше длин"
145	лук	1	2	47-50, 90-93, 287-290, 542-545	практически не было . реальные боевые свойства луков были следующими . в казацкие времена лук в значительной мере уступил место ручному огнестрельному оружию , но среди запорожцев сохранялся практически до конца существования сечи ( это подтверждают и тогдашние рисунки казака мамая ) . лук использовали как орудия для охоты , так и как оружие . такую специфику сечевиков можем объяснить тем , что они преимущественно постигли в пограничной борьбе с ватагами кочевой татарской людности , которая была слабо вооруженной и активно пользовалась луками . наряду с этим в среде запорожцев в
146	лук	1	2	12-15	олимпийский лук тетива это тонко натянутая бечева . тетива делается или из синтетического материала - фастфлaйта , или из дакрона , раньше его заменял лавсан и капрон . bсе зависит от материала рукоятки если она из металла , то тетива может быть из фастфлайта ,
147	лук	1	2	289-292	, шербур - октевиль , брест , бордо , байонна и несколько крепостей на территории центрального массива . воспользовавшись гражданской войной между арманьяками и бургиньонами , которая раздирала францию на части после года , английский король генрих v возобновил военные действия . длинный лук вновь сыграл решающую роль в битве при азенкуре в году . тяжелая французская кавалерия спешилась и была истреблена ливнем стрел , выпущенных английскими лучниками . рыцарей не спасли даже пластинчатые доспехи , закрывавшие все тело . в попытке уравновесить силы будущий
148	лук	1	2	17-20, 62-65, 116-119, 138-141, 266-269	японский длинный лук , , или обычно просто представляет собой лук длиной более двух метров , но в отличие от других луков , рукоять делит лук не пополам , а в пропорции один ( низ ) к двум ( верх ) . в современной японии используется во время занятий . традиционные луки изготавливаются
149	лук	1	2	111-114, 223-226	( чтобы они смогли достичь сердца животного ) . он обладатель нескольких рекордов , в том числе как стрелок из лука мощностью в фунта . в современном английском языке имеется выражение to draw a long bow ( натянуть длинный лук ) , что значит солгать , сказать неправду , преувеличивать , сочинять . эта фраза зародилась в средние века , когда малообразованные современники сочиняли истории , в которых нередко преувеличивалось могущество английских лучников . победы англичан с
150	лук	1	2	163-166, 289-292, 409-412	когда они потеряли былую власть , доставшуюся им от франкоговорящей крупной знати ( английский язык стал официальным в стране только в году ) . английский длинный лук сегодня является частью исторического наследия британских островов . поэтому многим обществам разрешено использовать этот лук до сих пор например , королевскому объединению лучников ( ) , основанному в году , или британскому обществу длинных луков ( ) , основанному в году . в россии стрельба из
151	лук	1	2	178-181, 264-267, 420-423, 537-540	дерева и рога ( иногда могли употребляться другие материалы ) , и впервые появившиеся , видимо , в египте около - го тысячелетия до н .  э . позже , в турции и китае конструкция лука была усовершенствована путем введения металлических утяжелителей дуг . составной лук переводил энергию натяжения в кинетическую энергию стрелы с наибольшей эффективностью , даже без утяжелителей сообщая снаряду , при равном с деревянным луком натяжении , на  % большую энергию . имея значительно бо́льшую прочность при равной длине с тисовым , составной лук , кроме того , был
152	лук	1	2	9-12, 22-25, 55-58	якутский лук якутский лук принадлежит к северному типу лука , распространенному среди коряков , чукчей , ительменов , юкагиров и ненцев . особенности и устройство . длина стрелы составляла - см , небольшая длина стрелы , видимо , объясняется близким расположением тетивы
153	лук	1	2	87-90, 281-284	средним пальцем . из - за слишком больших усилий в средней зоне тяги некоторых блочных луков часто применяется метод анатомического рычага . лучник изготавливается с руками вытянутыми вверх . при этом разность длин по рукам до точек захвата невелика и руки в локтях прямые . далее лук опускается на сторону выстрела , а увеличивающаяся разность длин вытягивает тетиву . локти при этом остаются прямыми и усилия значительно снижаются . этот способ позволяет вытянуть тетиву такого натяжения , которое силовым методом преодолеть нельзя .
154	лук	1	2	76-79, 262-265	пальцы находятся примерно у уголка рта ) . из - за этой особенности длинный лук не может использоваться с оптическим прицелом . существует два способа стрельбы — инстинктивный и bare - bow . сразу после выстрела нужно вновь натянуть тетиву , так как нагрузка на лук после выстрела настолько велика , что он может сломаться . при способе стрельбы bare - bow в зависимости от расстояния , на которое отправляют стрелу , лучники меняют положение пальцев на тетиве ( ) . теоретическая дальность поражения стрелами незащищенных всадников и
155	лук	1	2	0-3, 62-65, 165-168	лук ( оружие ) дальность полета стрелы зависит от конструкции лука , силы натяжения тетивы и погоды в среднем составляет до метров для небоевой стрелы . со временем лук эволюционировал в арбалет ( около iv в . до н
156	лук	1	2	17-20, 62-65, 116-119, 138-141	японский длинный лук , , или обычно просто представляет собой лук длиной более двух метров , но в отличие от других луков , рукоять делит лук не пополам , а в пропорции один ( низ ) к двум ( верх ) . в современной
157	лук	1	2	310-313, 354-357	) и , как это ни парадоксально звучит , из - за меньшей цены . в результате в программу большей части соревнований , которые раньше были исключительно прерогативой олимпика , был включен и компаунд . единственной технически неизменной осталась программа олимпийских игр , которые используют только олимпийский лук . почти все соревнования по стрельбе из лука проводятся по общей схеме , в которой каждое соревнование делится на части — отборочную и дуэльную . отборочная состоит в том , что все стрелки выходят на рубеж и отстреливают определенное упражнение на одной или нескольких дистанциях
158	лук	1	2	174-177, 313-316, 359-362, 497-500	этот новый вид колчанов позволил довольно хорошо защитить стрелы от влажности и был удобен для конных лучников , которые перевозили в них свои стрелы . чтобы сделать хороший лук , мастера должны были использовать древесину с прожилками , так как скорость летящей стрелы прямо пропорциональна скорости , с которой лук возвращается в исходное положение . часть лука , которая обращена в сторону лучника , называлась живот . при подготовке к выстрелу она работала на сжатие . противоположная сторона лука — спина , обращенная в сторону мишени при подготовке к выстрелу работала
159	лук	1	2	23-26, 99-102, 246-249, 432-435	, чем пеньковая тетива лука , которая , наоборот , даже выигрывала от смачивания . из - за размера лука тетива натягивается примерно на уровне щеки , а не у подбородка ( пальцы находятся примерно у уголка рта ) . из - за этой особенности длинный лук не может использоваться с оптическим прицелом . существует два способа стрельбы — инстинктивный и bare - bow . сразу после выстрела нужно вновь натянуть тетиву , так как нагрузка на лук после выстрела настолько велика , что он может сломаться . при способе стрельбы
160	лук	1	2	12-15, 49-52, 178-181, 228-231	композитный лук главное достоинство композитного лука по сравнению с простым ( то есть сделанного из цельного куска древесины ) заключалось в том , что при меньшем размере такой лук был намного мощнее . кроме того , композитные луки были намного удобнее , если приходилось стрелять с лошади
161	лук	1	2	59-62, 193-196, 324-327, 443-446, 485-488, 504-507, 599-602	для этого используются модифицированные модели олимпийских луков , которые максимально удешевляют и упрощают конструкцию , чтобы ими могли пользоваться и дети , и малоподготовленные взрослые . лук — один из немногих видов оружия , не умея пользоваться которым , нельзя нанести вреда противнику обычно человек , который взял лук впервые в жизни , не сможет его даже натянуть . техника стрельбы сильно отличается при стрельбе из различных типов луков . основные категории — классический лук , традиционный лук и современный компаунд . классический и традиционный достаточно близки , тогда как блочный лук им противоположен .
162	лук	1	2	0-3, 42-45, 61-64, 156-159, 271-274, 307-310, 445-448	"луков . основные категории — классический лук , традиционный лук и современный компаунд . классический и традиционный достаточно близки , тогда как блочный лук им противоположен . эта противоположность доходит до такой степени , что стрелок , тренированный на одном типе лука , часто не может даже натянуть лук другого типа . особенно эта разница сильна при переходе современных лучников из классики в компаунд ( блочный ) . техника для правшей лук берется левой рукой . тетива натягивается при помощи релиза "" т - образного "" или """
163	лук	1	2	219-222, 271-274	"причем из различных положений . пространства требовалось совсем немного . стрелка мог выдать только скрип тетивы . пращой же и бумерангом можно было действовать только на открытом пространстве и стоя . "" простой прямой лук "" . во время столетней войны английский длинный лук сыграл решающую роль в разгроме французов ( битвы при креси года , битвы при пуатье года и азенкуре года ) . наилучшее качество и наибольшее распространение , однако , имели составные"
164	лук	1	2	19-22, 42-45, 60-63, 71-74, 259-262	английский длинный лук английский длинный лук , или большой лук ( )  — лук в рост человека или выше , распространенный в средневековой англии . считается основным оружием , с помощью которого англичане одерживали победы в столетней войне . английский длинный лук начал пользоваться популярностью после неудач англичан во время феодальных войн в уэльсе и шотландии . английские короли в
165	лук	1	2	231-234	второй план , и в году английский парламент решил , что лучникам не место в войске . в году лучников превратили в копейщиков и аркебузиров . в течение столетней войны средневековое общество постепенно менялось . английский длинный лук также оставил свой след в социальной истории европы . с раннего средневековья и вплоть до xiv века бесспорными хозяевами на поля боя оставались рыцари благодаря стременам и глубоким седлам они могли удерживать копье в горизонтальном положении инерция скачущего галопом коня значительно увеличивала силу удара копьем .
166	лук	1	2	152-155, 308-311, 359-362, 396-399	"welsh archers ) )  — проводится ежегодно с года . на сегодняшний день в рл - бк состоит более человек , более из них стреляло на турнирах года . каждый лук изготавливается вручную , представляя собой уникальный образец с присущими только ему характеристиками . до сих пор существуют мастера , которые делают луки на заказ , и даже знаменитые марки английских луков , например , "" howard hill "" . луки производятся по технологиям"
